2019-08-19 16:39:00, Connection returned result: 1 
2019-08-19 20:13:21, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10666,"uptime":613341}'
2019-08-19 20:14:25, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10667,"uptime":613405}'
2019-08-19 20:15:40, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10669,"uptime":613479}'
2019-08-19 20:16:43, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10670,"uptime":613543}'
2019-08-19 20:17:47, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10671,"uptime":613607}'
2019-08-19 20:19:12, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10673,"uptime":613692}'
2019-08-19 20:20:16, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10674,"uptime":613756}'
2019-08-19 20:21:20, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10675,"uptime":613820}'
2019-08-19 20:22:45, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10677,"uptime":613905}'
2019-08-19 20:23:49, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10678,"uptime":613969}'
2019-08-19 20:25:06, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10679,"uptime":614046}'
2019-08-19 20:26:07, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10680,"uptime":614107}'
2019-08-19 20:27:11, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10681,"uptime":614171}'
2019-08-19 20:28:15, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10682,"uptime":614235}'
2019-08-19 20:29:19, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","data;f9000101189","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10683,"uptime":614299}'
2019-08-19 20:30:23, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10684,"uptime":614362}'
2019-08-19 20:31:26, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10685,"uptime":614426}'
2019-08-19 20:32:52, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10687,"uptime":614511}'
2019-08-19 20:33:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10688,"uptime":614575}'
2019-08-19 20:35:13, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10689,"uptime":614652}'
2019-08-19 20:36:14, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a249Mnf data","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10690,"uptime":614714}'
2019-08-19 20:37:18, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10691,"uptime":614777}'
2019-08-19 20:38:21, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10692,"uptime":614841}'
2019-08-19 20:40:40, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10694,"uptime":614979}'
2019-08-19 20:41:44, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10695,"uptime":615043}'
2019-08-19 20:43:09, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10697,"uptime":615128}'
2019-08-19 20:44:13, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10698,"uptime":615192}'
2019-08-19 20:45:59, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10702,"uptime":615299}'
2019-08-19 20:47:24, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10704,"uptime":615384}'
2019-08-19 20:48:42, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10705,"uptime":615461}'
2019-08-19 20:49:42, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10706,"uptime":615522}'
2019-08-19 20:50:46, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10707,"uptime":615586}'
2019-08-19 20:51:50, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10708,"uptime":615650}'
2019-08-19 20:53:15, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10710,"uptime":615735}'
2019-08-19 20:54:19, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10711,"uptime":615799}'
2019-08-19 20:55:23, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10712,"uptime":615862}'
2019-08-19 20:56:48, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10714,"uptime":615948}'
2019-08-19 20:57:52, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10715,"uptime":616011}'
2019-08-19 20:59:17, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10717,"uptime":616097}'
2019-08-19 21:00:21, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10718,"uptime":616160}'
2019-08-19 21:01:25, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10719,"uptime":616224}'
2019-08-19 21:02:50, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10721,"uptime":616309}'
2019-08-19 21:03:54, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10722,"uptime":616373}'
2019-08-19 21:04:58, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10723,"uptime":616437}'
2019-08-19 21:06:01, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10724,"uptime":616501}'
2019-08-19 21:07:08, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10725,"uptime":616568}'
2019-08-19 21:08:09, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10726,"uptime":616629}'
2019-08-19 21:09:13, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10727,"uptime":616692}'
2019-08-19 21:10:17, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10728,"uptime":616756}'
2019-08-19 21:11:42, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10730,"uptime":616841}'
2019-08-19 21:12:46, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10731,"uptime":616905}'
2019-08-19 21:13:49, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10732,"uptime":616969}'
2019-08-19 21:15:04, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490Mnf dat","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10733,"uptime":617044}'
2019-08-19 21:16:08, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10734,"uptime":617107}'
2019-08-19 21:17:12, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10735,"uptime":617171}'
2019-08-19 21:18:15, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10736,"uptime":617235}'
2019-08-19 21:19:30, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10738,"uptime":617310}'
2019-08-19 21:20:34, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10739,"uptime":617373}'
2019-08-19 21:21:38, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10740,"uptime":617437}'
2019-08-19 21:22:55, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10741,"uptime":617515}'
2019-08-19 21:23:56, topic: ESP32, payload: b'{"msgtype":"heartbeat","ids":["01189cefcb2ada5d","b339d810070fe72d","b038284d1b125109","683f9fc473f9380e","72ac67f7cb56f353","2915bd91c53d4a03","ff6117525a5a95c6","897038af59709fb8","84739374c45b2b04","7f47a2490d77d6f7","6afae05423825484","e53f7b87ed172fed","153a3caca8b14992","9762240ad07d935c","752347b5bfd4629d"],"zone":"1","counter":10742,"uptime":617576}'
